MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC432778,RES,CLS,1514 K St SE #6,Washington,"Washington, DC",3,Feb-00,Detached,7/31/2019,Compass (COMPS2),712500.00
DCDC432630,RES,CLS,1330 K St SE,Washington,"Washington, DC",3,1,Twin/Semi-Detached,8/22/2019,Coldwell Banker Residential Brokerage (CBRB52),1300000.00
DCDC432520,RES,CLS,329 17th St SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/25/2019,RLAH Real Estate (RLAH4),715329.00
DCDC431800,RES,CLS,122 10th St SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/25/2019,Coldwell Banker Residential Brokerage (CBRB52),760000.00
DCDC431562,RES,CLS,1219 C St SE,Washington,"Washington, DC",1,1-Jan,Row/Townhouse,7/11/2019,Redfin Corp (REFC3),685000.00
DCDC432426,RES,CLS,1347 G St SE #1,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/2/2019,"Help-U-Sell Federal City Realty, LLC (HFED1)",734250.00
DCDC429638,RES,CLS,1347 G St SE #2,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/2/2019,"Help-U-Sell Federal City Realty, LLC (HFED1)",830000.00
DCDC432164,RES,CLS,1000 New Jersey Ave SE #820,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/29/2019,Compass (COMPS2),575000.00
DCDC432278,RES,CLS,243 11th St SE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),1475000.00
DCDC432024,RES,CLS,704 4th St SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/25/2019,"SourceOne Realty Group, LLC. (SOUR1)",815000.00
DCDC431950,RES,CLS,1812 Bay St SE,Washington,"Washington, DC",3,2,Row/Townhouse,7/19/2019,"Washington Fine Properties, LLC (WFP1)",617250.00
DCDC431846,RES,CLS,525 10th St SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/27/2019,Bratton Realty (BRT1),1291000.00
DCDC431556,RES,CLS,138 Duddington Pl SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/12/2019,TTR Sotheby's International Realty (TTRS8),902500.00
DCDC431632,RES,CLS,102 17th St SE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/19/2019,Keller Williams Realty (KWR21),740200.00
DCDC431636,RES,CLS,1113 E Capitol St SE,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,7/15/2019,Coldwell Banker Residential Brokerage (CBRB52),1700000.00
DCDC431524,RES,CLS,316 I St SE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/17/2019,TTR Sotheby's International Realty (TTRS5),1160000.00
DCDC431316,RES,CLS,924 4th St SE,Washington,"Washington, DC",3,2,Row/Townhouse,8/1/2019,TTR Sotheby's International Realty (TTRS5),795000.00
DCDC431186,RES,CLS,1009 S Carolina Ave SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/2/2019,Compass (COMPS2),828000.00
DCDC430314,RES,CLS,912 15th St SE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/27/2019,Keller Williams Capital Properties (KWCP1),720000.00
DCDC430892,RES,CLS,1391 Pennsylvania Ave SE #524,Washington,"Washington, DC",1,1,Penthouse Unit/Flat/Apartment,7/15/2019,Compass (COMPS1),489508.00
DCDC429452,RES,CLS,905 G St SE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,7/12/2019,Coldwell Banker Residential Brokerage (CBRB52),1055000.00
DCDC428204,RES,CLS,910 G St SE,Washington,"Washington, DC",2,2,End of Row/Townhouse,7/1/2019,"Washington Fine Properties, LLC (WFP1)",901000.00
DCDC430006,RES,CLS,1239 Potomac Ave SE,Washington,"Washington, DC",3,2,Row/Townhouse,7/10/2019,Amber & Company Real Estate (AMBER1),785000.00
DCDC429920,RES,CLS,17 17th St SE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,8/30/2019,RLAH Real Estate (RLAH5),725000.00
DCDC430210,RES,CLS,725 5th St SE #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/3/2019,Compass (COMPS3),690000.00
DCDC430226,RES,CLS,310 16th St SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/16/2019,RE/MAX United Real Estate (RMXD1),665000.00
DCDC429832,RES,CLS,1000 New Jersey Ave SE #910,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/10/2019,Compass (COMPS1),378500.00
DCDC429826,RES,CLS,115 D St SE #203,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Century 21 Redwood Realty (RDWG3),434600.00
DCDC429862,RES,CLS,911 Potomac Ave SE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,7/5/2019,Capital Area Realtors of DC (CPRZ1),719000.00
DCDC429268,RES,CLS,1401 South Carolina Ave SE #2,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,6/21/2019,"Urban Land Company, LLC (ULC1)",1200000.00
DCDC428812,RES,CLS,1731 Bay St SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/12/2019,"Weichert, REALTORS (WEI58)",835000.00
DCDC429464,RES,CLS,1716-Half A St SE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/28/2019,RE/MAX Allegiance (RMAX17),706000.00
DCDC429422,RES,CLS,1234 D St SE,Washington,"Washington, DC",3,2,Row/Townhouse,7/12/2019,Coldwell Banker Residential Brokerage (CBRB52),1102777.00
DCDC429146,RES,CLS,409 I St SE,Washington,"Washington, DC",4,1-Apr,End of Row/Townhouse,7/22/2019,Compass (COMPS2),1275000.00
DCDC429232,RES,CLS,1025 1st St SE #815,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/15/2019,Compass (COMPS1),700000.00
DCDC429164,RES,CLS,330 L St SE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/10/2019,TTR Sotheby's International Realty (TTRS5),1230000.00
DCDC428974,RES,CLS,807 Kentucky Ave SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,8/15/2019,Houwzer LLC (55732),736500.00
DCDC429050,RES,CLS,1115 I St SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,RLAH Real Estate (RLAH1),939000.00
DCDC428808,RES,CLS,1612 E Capitol St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/25/2019,"Washington Fine Properties, LLC (WFP1)",1049000.00
DCDC428294,RES,CLS,101 North Carolina Ave SE #B,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,7/10/2019,"4J Real Estate, LLC. (JREALE)",290000.00
DCDC403522,RES,CLS,1300 4th St SE #404,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/29/2019,"PN Hoffman Realty, LLC (PNH1)",914900.00
DCDC428144,RES,CLS,253 16th St SE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,8/9/2019,Coldwell Banker Residential Brokerage (CBRB52),780000.00
DCDC427926,RES,CLS,513 5th St SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/27/2019,"Long & Foster Real Estate, Inc. (LNG147)",901000.00
DCDC427862,RES,CLS,1000 New Jersey Ave SE #1026,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/12/2019,RE/MAX Allegiance (RMAX127),399000.00
DCDC427614,RES,CLS,527 9th St SE,Washington,"Washington, DC",2,1,Row/Townhouse,7/3/2019,Keller Williams Capital Properties (KWCP1),735000.00
DCDC427328,RES,CLS,1736 Bay St SE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/17/2019,Keller Williams Capital Properties (KWCP1),1036500.00
DCDC427402,RES,CLS,1313 D St SE,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,7/30/2019,McWilliams/Ballard Inc. (MCWB1),1730000.00
DCDC427382,RES,CLS,301 Kentucky Ave SE,Washington,"Washington, DC",4,1-Apr,End of Row/Townhouse,6/21/2019,DC Living Real Estate LLC (DCLR1),1399000.00
DCDC427222,RES,CLS,714 5th St SE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/15/2019,TTR Sotheby's International Realty (TTRS5),910000.00
DCDC426778,RES,CLS,309 11th St SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/19/2019,Keller Williams Capital Properties (KWCP1),770000.00
DCDC426470,RES,CLS,1526 D St SE,Washington,"Washington, DC",2,1,Row/Townhouse,6/13/2019,RE/MAX Allegiance (RMAX20),702500.00
DCDC426690,RES,CLS,1391 Pennsylvania Ave SE #266,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/5/2019,"Long & Foster Real Estate, Inc. (LNG147)",485000.00
DCDC427082,RES,CLS,1818 C St SE #4,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/1/2019,Keller Williams Capital Properties (KWCP1),730000.00
DCDC426796,RES,CLS,222 4th St SE #3,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/25/2019,Redfin Corp (REFC3),601159.00
DCDC426552,RES,CLS,1000 New Jersey Ave SE #908,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,EJF Real Estate Services (EJF1),369000.00
DCDC426366,RES,CLS,1025 1st St SE #905,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/8/2019,"Long & Foster Real Estate, Inc. (LNG83)",749500.00
DCDC426578,RES,CLS,1000 New Jersey Ave SE #623,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/30/2019,Coldwell Banker Residential Brokerage (CBRB52),535000.00
DCDC426476,RES,CLS,420 16th St SE #102,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/19/2019,RLAH Real Estate (RLAH2),437500.00
DCDC425636,RES,CLS,1300 4th SE #802,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,8/16/2019,"PN Hoffman Realty, LLC (PNH1)",424900.00
DCDC424392,RES,CLS,414 Seward Sq SE #404,Washington,"Washington, DC",1,Jan-00,Penthouse Unit/Flat/Apartment,7/3/2019,RLAH Real Estate (RLAH5),299900.00
DCDC424642,RES,CLS,101 7th St SE #6,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/11/2019,Redfin Corp (REFC3),357800.00
DCDC426380,RES,CLS,1435 A St SE,Washington,"Washington, DC",3,3,Row/Townhouse,6/21/2019,Compass (COMPS2),850000.00
DCDC426174,RES,CLS,304 3rd St SE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/30/2019,Coldwell Banker Residential Brokerage (CBRB52),1230000.00
DCDC425224,RES,CLS,414 5th St SE,Washington,"Washington, DC",3,3,Row/Townhouse,6/5/2019,Coldwell Banker Residential Brokerage (CBRB52),1055000.00
DCDC426098,RES,CLS,627 A St SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,Keller Williams Capital Properties (KWCP1),1050000.00
DCDC426328,RES,CLS,1025 1st SE #315,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/21/2019,TTR Sotheby's International Realty (TTRS5),700000.00
DCDC426312,RES,CLS,1826 Independence Ave SE #Four,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,7/12/2019,TTR Sotheby's International Realty (TTRS5),874900.00
DCDC425142,RES,CLS,1516 K St SE #2A,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/24/2019,Compass (COMPS2),399000.00
DCDC425182,RES,CLS,1025 1st St SE #1216,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/10/2019,Redfin Corp (REFC3),725000.00
DCDC424856,RES,CLS,1434 A St SE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/3/2019,Coldwell Banker Residential Brokerage (CBRB52),830000.00
DCDC425200,RES,CLS,1401 K St SE #4,Washington,"Washington, DC",2,Feb-00,Penthouse Unit/Flat/Apartment,6/12/2019,Jack Realty Group (CGL1),767000.00
DCDC424658,RES,CLS,1809 Bay St SE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/14/2019,"Washington Fine Properties, LLC (WFP1)",954500.00
DCDC424644,RES,CLS,517 10th St SE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/5/2019,"Washington Fine Properties, LLC (WFP3)",875000.00
DCDC424492,RES,CLS,116 North Carolina Ave SE #402,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/1/2019,RLAH Real Estate (RLAH2),350000.00
DCDC425034,RES,CLS,1608 East Capitol Street (Rear) NE,Washington,"Washington, DC",1,Jan-00,Detached,6/14/2019,RE/MAX Allegiance (RMAX20),303000.00
DCDC424918,RES,CLS,811 North Carolina Ave SE,Washington,"Washington, DC",5,1-Mar,Detached,6/4/2019,Coldwell Banker Residential Brokerage (CBRB52),2150000.00
DCDC424624,RES,CLS,963 14th St SE #1,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/2/2019,Compass (COMPS1),885000.00
DCDC424460,RES,CLS,1411 Massachusetts Ave SE #5,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/17/2019,"4J Real Estate, LLC. (JREALE)",335000.00
DCDC422580,RES,CLS,422 15th St SE,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,6/14/2019,"Long & Foster Real Estate, Inc. (LNG1)",900000.00
DCDC423510,RES,CLS,1000 New Jersey Ave SE #524,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),405000.00
DCDC423482,RES,CLS,425 7th St SE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/12/2019,"Washington Fine Properties, LLC (WFP1)",990000.00
DCDC423226,RES,CLS,1502 E St SE,Washington,"Washington, DC",3,1,Row/Townhouse,6/21/2019,Redfin Corp (REFC3),590000.00
DCDC423180,RES,CLS,105 6th St SE #105,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/19/2019,Compass (COMPS3),240000.00
DCDC420700,RES,CLS,1401 South Carolina Ave SE #1,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,7/31/2019,"Urban Land Company, LLC (ULC1)",1050000.00
DCDC422382,RES,CLS,245 15th St SE #203,Washington,"Washington, DC",2,Feb-00,Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG44)",540000.00
DCDC422952,RES,CLS,1606 A St SE #1,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/21/2019,KW Metro Center (KWR17),665000.00
DCDC422970,RES,CLS,1111 Pennsylvanvia Ave SE #405,Washington,"Washington, DC",1,Feb-00,Unit/Flat/Apartment,6/28/2019,McWilliams/Ballard Inc. (MCWB1),649900.00
DCDC421340,RES,CLS,411 5th St SE,Washington,"Washington, DC",3,3,Twin/Semi-Detached,8/23/2019,Keller Williams Preferred Properties (KWPP1),927000.00
DCDC421198,RES,CLS,1391 Pennsylvania Ave SE #466,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,6/7/2019,TTR Sothebys International Realty (TTRS3),442500.00
DCDC420944,RES,CLS,330 K St SE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/12/2019,TTR Sotheby's International Realty (TTRS5),1180000.00
DCDC421018,RES,CLS,1728 D SE #2,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,7/1/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),775900.00
DCDC420918,RES,CLS,1728 D SE #1,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,7/1/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),689100.00
DCDC420842,RES,CLS,441 17th St SE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/27/2019,Compass (COMPS2),939000.00
DCDC420648,RES,CLS,1621 E Capitol St SE #2,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/19/2019,Keller Williams Preferred Properties (KWPP1),350000.00
DCDC401514,RES,CLS,1391 Pennsylvania Ave SE #518,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/28/2019,Coldwell Banker Residential Brokerage (CBRB52),440000.00
DCDC420322,RES,CLS,1391 Pennsylvania Ave SE #217,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/8/2019,"Long & Foster Real Estate, Inc. (LNG78)",599500.00
DCDC419996,RES,CLS,14 4th St SE,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/26/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),2000000.00
DCDC402914,RES,CLS,1300 4th St SE #601,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/19/2019,"PN Hoffman Realty, LLC (PNH1)",464900.00
DCDC403940,RES,CLS,11 Browns Ct SE,Washington,"Washington, DC",2,1,Row/Townhouse,6/7/2019,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)",582500.00
DCDC403544,RES,CLS,1300 4th SE #702,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/17/2019,"PN Hoffman Realty, LLC (PNH1)",414900.00
DCDC403472,RES,CLS,1000 New Jersey Ave SE #Penthouse 10,Washington,"Washington, DC",2,Feb-00,Penthouse Unit/Flat/Apartment,7/10/2019,Keller Williams Realty Falls Church (KWR30),480000.00
DCDC402440,RES,CLS,1300 4th St SE #701,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/23/2019,"PN Hoffman Realty, LLC (PNH1)",474900.00
DCDC401372,RES,CLS,1300 4th St SE #304,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/16/2019,"PN Hoffman Realty, LLC (PNH1)",954900.00
DCDC400422,RES,CLS,720 East Capitol St NE,Washington,"Washington, DC",5,1-May,Row/Townhouse,7/8/2019,"Washington Fine Properties, LLC (WFP1)",1930000.00
DCDC400038,RES,CLS,322 East Capitol St NE,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/17/2019,Coldwell Banker Residential Brokerage (CBRB52),1800000.00
DCDC399854,RES,CLS,506 A St SE,Washington,"Washington, DC",8,1-Jun,End of Row/Townhouse,8/7/2019,Coldwell Banker Residential Brokerage (CBRB52),3399000.00
DCDC321998,RES,CLS,1724 Bay St SE,Washington,"Washington, DC",3,2,Row/Townhouse,6/11/2019,Inclusions & Associates Real Estate (IARE1),776000.00
DCDC100284,RES,CLS,1757 A St SE,Washington,"Washington, DC",3,2,Row/Townhouse,8/29/2019,Keller Williams Capital Properties (KWCP5),765000.00
1009993428,RES,CLS,1018 Capitol St NE #3,Washington,"Washington, DC",3,1-Feb,Unit/Flat/Apartment,6/14/2019,Redfin Corp (REFC3),750000.00
1004099636,RES,CLS,1300 4th St SE #502,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,8/15/2019,"PN Hoffman Realty, LLC (PNH1)",394900.00
